emp_no,salary,from_date,to_date
100085,56214,1997-05-05,1998-05-05
100085,56468,1998-05-05,1999-05-05
100085,58863,1999-05-05,2000-05-04
100085,58462,2000-05-04,2001-05-04
100085,61446,2001-05-04,2002-05-04
100085,62377,2002-05-04,9999-01-01
100086,68607,1985-06-16,1986-06-16
100086,70137,1986-06-16,1987-06-16
100086,74117,1987-06-16,1988-06-15
100086,75332,1988-06-15,1989-06-15
100086,79597,1989-06-15,1990-06-15
100086,81376,1990-06-15,1991-06-15
100086,84617,1991-06-15,1992-06-14
100086,88825,1992-06-14,1993-06-14
100086,92275,1993-06-14,1994-06-14
100086,93310,1994-06-14,1995-06-14
100086,96097,1995-06-14,1996-06-13
100086,99539,1996-06-13,1997-06-13
100086,102178,1997-06-13,1998-06-13
100086,105409,1998-06-13,1999-06-13
100086,106019,1999-06-13,2000-06-12
100086,109649,2000-06-12,2001-06-12
100086,113642,2001-06-12,2002-06-12
100086,113527,2002-06-12,9999-01-01
100087,58386,1990-03-09,1991-03-09
100087,58368,1991-03-09,1992-03-08
100087,62523,1992-03-08,1993-03-08
100087,62180,1993-03-08,1994-03-08
100087,62572,1994-03-08,1995-03-08
100087,62632,1995-03-08,1996-03-07
100087,63191,1996-03-07,1997-03-07
100087,64995,1997-03-07,1998-03-07
100087,68523,1998-03-07,1999-03-07
100087,72113,1999-03-07,2000-03-06
100087,72935,2000-03-06,2001-03-06
100087,75194,2001-03-06,2002-03-06
100087,77734,2002-03-06,9999-01-01
100088,68338,1989-08-22,1990-08-22
100088,70829,1990-08-22,1991-08-22
100088,73197,1991-08-22,1992-08-21
100088,77476,1992-08-21,1993-08-21
100088,77407,1993-08-21,1994-08-21
100088,81258,1994-08-21,1995-08-21
100088,84576,1995-08-21,1996-08-20
100088,87361,1996-08-20,1997-08-20
100088,88065,1997-08-20,1998-08-20
100088,88863,1998-08-20,1999-08-20
100088,89352,1999-08-20,2000-08-19
100088,90062,2000-08-19,2001-08-19
100088,94476,2001-08-19,9999-01-01
100089,87428,1987-07-09,1988-07-08
100089,87214,1988-07-08,1989-07-08
100089,89257,1989-07-08,1990-07-08
100089,92418,1990-07-08,1991-07-08
100089,94247,1991-07-08,1992-07-07
100089,97312,1992-07-07,1993-07-07
100089,101787,1993-07-07,1994-07-07
100089,104559,1994-07-07,1995-07-07
100089,105953,1995-07-07,1996-07-06
100089,108427,1996-07-06,1997-07-06
100089,110294,1997-07-06,1998-07-06
100089,114264,1998-07-06,1999-07-06
100089,118249,1999-07-06,1999-11-20
100090,54276,1994-11-15,1995-11-15
100090,57558,1995-11-15,1996-11-14
100090,57473,1996-11-14,1997-11-14
100090,58337,1997-11-14,1998-11-14
100090,59950,1998-11-14,1999-11-14
100090,64402,1999-11-14,2000-11-13
100090,67688,2000-11-13,2001-11-13
100090,70825,2001-11-13,9999-01-01
100091,55006,1990-11-22,1991-11-22
100091,56856,1991-11-22,1992-11-21
100091,56452,1992-11-21,1993-06-22
100092,44308,1987-01-28,1988-01-28
100092,46567,1988-01-28,1989-01-27
100092,48183,1989-01-27,1990-01-27
100092,47937,1990-01-27,1991-01-27
100092,48824,1991-01-27,1992-01-27
100092,52306,1992-01-27,1993-01-26
100092,52470,1993-01-26,1994-01-26
100092,55438,1994-01-26,1995-01-26
100092,56803,1995-01-26,1996-01-26
100092,56653,1996-01-26,1997-01-25
100092,59815,1997-01-25,1998-01-25
100092,63330,1998-01-25,1999-01-25
100092,67730,1999-01-25,2000-01-25
100092,68954,2000-01-25,2001-01-24
100092,72090,2001-01-24,2002-01-24
100092,73585,2002-01-24,9999-01-01
100093,53454,1987-04-11,1988-04-10
100093,56001,1988-04-10,1989-04-10
100093,56720,1989-04-10,1990-04-10
100093,57713,1990-04-10,1991-04-10
100093,59257,1991-04-10,1992-04-09
100093,60955,1992-04-09,1993-04-09
100093,61710,1993-04-09,1994-04-09
100093,63663,1994-04-09,1995-04-09
100093,66123,1995-04-09,1996-04-08
100093,66297,1996-04-08,1997-04-08
100093,70239,1997-04-08,1998-04-08
100093,73724,1998-04-08,1999-04-08
100093,77541,1999-04-08,2000-04-07
100093,78949,2000-04-07,2001-04-07
100093,80074,2001-04-07,2002-04-06
100093,82555,2002-04-06,9999-01-01
100094,92990,1992-07-12,1993-07-12
100094,93737,1993-07-12,1994-07-12
100094,96683,1994-07-12,1995-07-12
100094,99286,1995-07-12,1996-07-11
100094,101716,1996-07-11,1997-07-11
100094,106063,1997-07-11,1998-07-11
100094,109810,1998-07-11,1999-07-11
100094,113428,1999-07-11,2000-07-10
100094,116036,2000-07-10,2001-07-10
100094,116326,2001-07-10,2002-07-10
100094,117540,2002-07-10,9999-01-01
100095,55448,1992-05-18,1993-05-18
100095,57125,1993-05-18,1994-05-18
100095,57274,1994-05-18,1995-05-18
100095,59590,1995-05-18,1996-05-17
100095,63526,1996-05-17,1997-05-17
100095,64745,1997-05-17,1998-05-17
100095,67125,1998-05-17,1999-05-17
100095,67366,1999-05-17,2000-05-16
100095,68226,2000-05-16,2001-05-16
100095,68592,2001-05-16,2002-05-16
100095,69620,2002-05-16,9999-01-01
100096,40000,1989-05-29,1990-05-29
100096,44008,1990-05-29,1991-05-29
100096,46508,1991-05-29,1992-05-28
100096,46789,1992-05-28,1993-05-28
100096,48483,1993-05-28,1994-05-28
100096,49559,1994-05-28,1995-05-28
100096,49409,1995-05-28,1996-05-27
100096,49119,1996-05-27,1997-05-27
100096,50662,1997-05-27,1998-05-27
100096,54817,1998-05-27,1999-05-27
100096,56648,1999-05-27,2000-05-26
100096,57482,2000-05-26,2001-05-26
100096,57733,2001-05-26,2002-05-26
100096,57618,2002-05-26,9999-01-01
100097,82658,1992-01-12,1993-01-11
100097,85149,1993-01-11,1994-01-11
100097,87653,1994-01-11,1994-08-08
100098,40000,1996-11-07,1997-11-07
100098,44125,1997-11-07,1998-11-07
100098,45672,1998-11-07,1999-11-07
100098,45362,1999-11-07,2000-11-06
100098,48557,2000-11-06,2001-11-06
100098,49277,2001-11-06,9999-01-01
100099,40000,1994-04-15,1995-04-15
100099,40340,1995-04-15,1996-04-14
100099,42977,1996-04-14,1997-04-14
100099,46820,1997-04-14,1998-04-14
100099,48253,1998-04-14,1999-04-14
100099,48289,1999-04-14,2000-04-13
100099,49804,2000-04-13,2001-04-13
100099,49616,2001-04-13,2002-04-13
100099,51947,2002-04-13,9999-01-01
100100,56088,1998-03-30,1999-03-30
100100,60161,1999-03-30,2000-03-29
100100,63545,2000-03-29,2001-03-29
100100,65355,2001-03-29,2002-03-29
100100,69230,2002-03-29,9999-01-01
100101,57364,1988-05-10,1989-05-10
100101,59647,1989-05-10,1990-05-10
100101,59337,1990-05-10,1991-05-10
100101,61867,1991-05-10,1992-05-09
100101,65209,1992-05-09,1993-05-09
100101,66658,1993-05-09,1994-05-09
100101,68677,1994-05-09,1995-05-09
100101,72838,1995-05-09,1996-05-08
100101,77287,1996-05-08,1997-05-08
100101,77163,1997-05-08,1998-05-08
100101,81336,1998-05-08,1999-05-08
100101,83013,1999-05-08,2000-05-07
100101,85112,2000-05-07,2001-05-07
100101,86093,2001-05-07,2002-05-07
100101,86333,2002-05-07,9999-01-01
100102,40000,1994-08-08,1995-08-08
100102,42998,1995-08-08,1996-08-07
100102,44254,1996-08-07,1997-08-07
100102,43916,1997-08-07,1998-08-07
100102,44040,1998-08-07,1999-08-07
100102,43718,1999-08-07,2000-08-06
100102,46345,2000-08-06,2001-08-06
100102,49223,2001-08-06,9999-01-01
100103,40000,1989-09-07,1990-09-07
100103,40901,1990-09-07,1991-09-07
100103,41693,1991-09-07,1992-09-06
100103,45931,1992-09-06,1993-09-06
100103,48364,1993-09-06,1994-09-06
100103,52785,1994-09-06,1995-09-06
100103,55874,1995-09-06,1996-09-05
100103,57867,1996-09-05,1997-09-05
100103,61306,1997-09-05,1998-09-05
100103,65157,1998-09-05,1999-09-05
100103,67398,1999-09-05,2000-09-04
100103,71405,2000-09-04,2001-09-04
100103,72701,2001-09-04,9999-01-01
100104,94077,1989-03-15,1990-03-15
100104,98299,1990-03-15,1991-03-15
100104,101567,1991-03-15,1992-03-14
100104,104418,1992-03-14,1993-03-14
100104,107741,1993-03-14,1994-03-14
100104,107307,1994-03-14,1995-03-14
100104,110136,1995-03-14,1996-03-13
100104,111944,1996-03-13,1997-03-13
100104,115324,1997-03-13,1998-03-13
100104,117284,1998-03-13,1999-03-13
100104,119342,1999-03-13,1999-10-08
100105,42972,1993-12-16,1994-12-16
100105,43901,1994-12-16,1995-12-16
100105,47791,1995-12-16,1996-12-15
100105,48443,1996-12-15,1997-12-15
100105,49530,1997-12-15,1998-12-15
100105,50520,1998-12-15,1999-12-15
100105,50222,1999-12-15,2000-12-14
100105,52631,2000-12-14,2001-12-14
100105,52841,2001-12-14,9999-01-01
100106,49033,1989-11-12,1990-11-12
100106,52397,1990-11-12,1991-11-12
100106,54530,1991-11-12,1992-11-11
100106,56996,1992-11-11,1993-11-11
100106,59882,1993-11-11,1994-11-11
100106,61412,1994-11-11,1995-11-11
100106,65754,1995-11-11,1996-11-10
100106,69481,1996-11-10,1997-11-10
100106,71912,1997-11-10,1998-11-10
100106,72040,1998-11-10,1999-11-10
100106,72968,1999-11-10,2000-11-09
100106,73335,2000-11-09,2001-11-09
100106,75626,2001-11-09,9999-01-01
100107,42149,1987-07-13,1988-07-12
100107,42620,1988-07-12,1989-07-12
100107,42879,1989-07-12,1990-07-12
100107,43504,1990-07-12,1991-07-12
100107,47756,1991-07-12,1992-07-11
100107,49748,1992-07-11,1993-07-11
100107,52327,1993-07-11,1994-07-11
100107,54708,1994-07-11,1995-07-11
100107,54511,1995-07-11,1996-07-10
100107,56843,1996-07-10,1997-07-10
100107,57230,1997-07-10,1998-07-10
100107,61257,1998-07-10,1999-07-10
100107,63403,1999-07-10,2000-07-09
100107,63128,2000-07-09,2000-12-09
100108,78375,1988-09-26,1989-09-26
100108,78297,1989-09-26,1990-09-26
100108,80589,1990-09-26,1991-09-26
100108,80603,1991-09-26,1992-09-25
100108,80443,1992-09-25,1993-09-25
100108,84303,1993-09-25,1994-09-25
100108,87207,1994-09-25,1995-07-30
100109,55154,1986-09-16,1987-09-16
100109,54707,1987-09-16,1988-09-15
100109,55208,1988-09-15,1989-09-15
100109,55661,1989-09-15,1990-09-15
100109,60089,1990-09-15,1991-09-15
100109,62083,1991-09-15,1992-09-14
100109,63640,1992-09-14,1993-09-14
100109,67115,1993-09-14,1994-09-14
100109,67269,1994-09-14,1995-09-14
100109,70029,1995-09-14,1996-09-13
100109,73732,1996-09-13,1997-09-13
100109,73954,1997-09-13,1998-09-13
100109,76628,1998-09-13,1999-09-13
100109,78572,1999-09-13,2000-09-12
100109,82811,2000-09-12,2001-09-12
100109,84589,2001-09-12,9999-01-01
100110,50215,1993-05-02,1994-05-02
100110,50884,1994-05-02,1995-05-02
100110,52673,1995-05-02,1996-05-01
100110,52278,1996-05-01,1997-05-01
100110,52777,1997-05-01,1998-05-01
100110,55226,1998-05-01,1999-05-01
100110,59167,1999-05-01,2000-04-30
100110,63169,2000-04-30,2001-04-30
100110,67529,2001-04-30,2002-04-30
100110,68536,2002-04-30,9999-01-01
100111,67862,1986-07-31,1987-07-31
100111,70605,1987-07-31,1988-07-30
100111,71213,1988-07-30,1989-07-30
100111,72645,1989-07-30,1990-07-30
100111,73360,1990-07-30,1991-07-30
100111,74151,1991-07-30,1992-07-29
100111,75786,1992-07-29,1993-07-29
100111,76028,1993-07-29,1994-07-29
100111,77307,1994-07-29,1995-07-29
100111,81570,1995-07-29,1996-07-28
100111,82594,1996-07-28,1997-07-28
100111,85776,1997-07-28,1998-07-28
100111,86020,1998-07-28,1999-07-28
100111,89350,1999-07-28,2000-07-27
100111,92983,2000-07-27,2001-07-27
100111,93443,2001-07-27,2002-07-27
100111,94627,2002-07-27,9999-01-01
100112,76575,1994-06-30,1995-06-30
100112,78616,1995-06-30,1996-06-29
100112,81192,1996-06-29,1997-06-29
100112,82487,1997-06-29,1998-06-29
