emp_no,salary,from_date,to_date
10989,69729,2001-07-16,2002-07-16
10998,66050,1999-08-07,2000-08-06
10998,68437,2000-08-06,2001-08-06
10998,68449,2001-08-06,9999-01-01
11000,67869,2001-01-26,2002-01-26
11001,66442,1995-02-21,1996-02-21
11001,66890,1996-02-21,1997-02-20
11001,69501,1997-02-20,1998-02-20
11003,66077,2000-05-20,2001-05-20
11003,66678,2001-05-20,2002-05-20
11005,67487,2000-07-24,2001-07-24
11008,66521,1993-08-25,1994-08-25
11008,67051,1994-08-25,1995-08-25
11014,66869,2001-08-21,9999-01-01
11016,67354,1996-08-08,1997-08-08
11016,69670,1997-08-08,1998-08-08
11019,69387,1992-05-24,1993-05-24
11020,68940,1999-03-23,2000-03-22
11020,68623,2000-03-22,2001-03-22
11021,66640,2000-02-02,2001-02-01
11023,67038,1999-06-10,2000-06-09
11023,68481,2000-06-09,2001-06-09
11026,69663,1995-11-07,1996-11-06
11027,67663,1999-05-04,2000-05-03
11028,67755,1997-06-15,1997-09-04
11033,67583,1997-03-12,1998-03-12
11033,69340,1998-03-12,1999-03-12
11035,66509,1999-07-26,2000-07-25
11035,69550,2000-07-25,2001-07-25
11036,68213,1996-10-22,1997-10-22
11037,68685,2000-01-25,2001-01-24
11038,69852,1993-07-13,1994-07-13
11040,66990,1993-01-20,1994-01-20
11045,67379,1996-08-06,1996-09-29
11046,68001,1994-01-21,1995-01-21
11048,69199,2000-05-26,2001-05-26
11048,69211,2001-05-26,2002-05-26
11049,68193,1997-05-11,1998-05-11
11050,66437,1993-05-04,1994-05-04
11057,66650,1996-07-12,1997-07-12
11058,67389,1999-06-04,2000-06-03
11058,68421,2000-06-03,2001-06-03
11059,67455,1992-11-15,1993-11-15
11062,68107,2000-10-15,2001-10-15
11062,67828,2001-10-15,9999-01-01
11064,66179,1996-02-27,1997-02-26
11064,67831,1997-02-26,1998-02-26
11064,67674,1998-02-26,1999-02-26
11064,67849,1999-02-26,2000-02-26
11064,67655,2000-02-26,2001-02-25
11065,67394,1998-11-11,1999-11-11
11067,67772,2002-02-20,9999-01-01
11068,68065,2002-06-26,9999-01-01
11070,67799,1998-07-21,1999-07-21
11070,69473,1999-07-21,2000-07-20
11078,68751,1999-06-04,2000-06-03
11078,68678,2000-06-03,2001-06-03
11078,69130,2001-06-03,2002-06-03
11080,67407,1998-07-02,1999-07-02
11080,69099,1999-07-02,2000-07-01
11081,68918,1986-06-17,1987-06-17
11084,68477,1997-05-29,1998-05-29
11085,66437,1996-02-10,1997-02-09
11085,66772,1997-02-09,1998-02-09
11085,69949,1998-02-09,1999-02-09
11086,68236,2002-01-17,9999-01-01
11093,66493,2000-03-25,2001-03-25
11093,68743,2001-03-25,2002-03-25
11096,67569,1996-06-07,1997-06-07
11097,67346,1992-01-28,1992-07-26
11102,68721,1996-10-25,1997-10-25
11102,69124,1997-10-25,1998-10-25
11103,67919,1991-03-15,1992-03-14
11105,67021,1992-01-13,1993-01-12
11105,67851,1993-01-12,1994-01-12
11109,67034,2001-03-25,2002-03-25
11109,66599,2002-03-25,9999-01-01
11113,66401,1985-11-30,1986-11-30
11117,66545,1995-08-22,1996-08-21
11124,66045,1990-04-16,1991-04-16
11124,68477,1991-04-16,1992-04-15
11128,68256,1995-10-03,1996-10-02
11134,66259,1997-05-18,1998-05-18
11134,67340,1998-05-18,1999-05-18
11136,66796,1998-12-04,1999-12-04
11139,68238,1994-05-10,1995-05-10
11139,68668,1995-05-10,1996-05-09
11139,69943,1996-05-09,1997-05-09
11143,66055,1999-05-09,2000-05-08
11144,66082,2002-07-18,9999-01-01
11148,66186,1995-02-07,1996-02-07
11148,68190,1996-02-07,1997-02-06
11148,69770,1997-02-06,1998-02-06
11151,69662,2002-06-12,9999-01-01
11159,67561,1996-05-11,1997-05-11
11161,66702,1999-05-29,2000-05-28
11161,67149,2000-05-28,2001-05-28
11161,68593,2001-05-28,2002-05-28
11162,69873,1985-03-28,1986-03-28
11163,66227,1995-02-24,1996-02-24
11163,67362,1996-02-24,1997-02-23
11164,66564,1989-06-28,1990-06-28
11170,67454,2000-06-17,2001-06-17
11170,69672,2001-06-17,2002-06-17
11170,69647,2002-06-17,9999-01-01
11176,66212,1991-06-14,1992-06-13
11176,68260,1992-06-13,1993-06-13
11180,67857,2000-06-07,2001-06-07
11182,67239,1990-08-30,1991-08-30
11182,68958,1991-08-30,1992-08-29
11184,66772,2000-04-23,2001-04-23
11184,66319,2001-04-23,2002-04-23
11184,66502,2002-04-23,9999-01-01
11188,69516,1987-04-23,1988-04-22
11188,69433,1988-04-22,1989-04-22
11190,66842,1994-03-06,1995-03-06
11190,68390,1995-03-06,1996-03-05
11190,68384,1996-03-05,1997-03-05
11190,68014,1997-03-05,1998-03-05
11194,68149,1987-10-25,1988-10-24
11194,69416,1988-10-24,1989-10-24
11195,67127,1996-06-11,1997-06-11
11195,68402,1997-06-11,1998-06-11
11195,68502,1998-06-11,1999-05-16
11198,66180,1998-02-04,1999-02-04
11198,66643,1999-02-04,2000-02-04
11198,67965,2000-02-04,2001-02-03
11200,68227,1996-04-06,1997-04-07
11200,67761,1997-04-07,1998-04-07
11200,67620,1998-04-07,1999-04-07
11200,67178,1999-04-07,2000-04-06
11200,67141,2000-04-06,2001-04-06
11200,67576,2001-04-06,2002-04-05
11200,67824,2002-04-05,9999-01-01
11203,68049,1988-01-06,1989-01-05
11204,66009,1997-09-15,1998-09-15
11204,66047,1998-09-15,1999-09-15
11206,68802,1993-05-07,1994-05-07
11206,69314,1994-05-07,1995-05-07
11206,68852,1995-05-07,1996-05-06
11210,67714,1998-08-23,1999-08-23
11210,68936,1999-08-23,2000-08-22
11210,69044,2000-08-22,2001-08-22
11210,68768,2001-08-22,9999-01-01
11212,66041,1985-10-16,1986-10-16
11212,69197,1986-10-16,1987-10-16
11216,67382,2002-05-02,9999-01-01
11223,66890,1992-07-24,1993-07-24
11226,67366,1989-05-09,1990-05-09
11226,69457,1990-05-09,1991-05-09
11227,66211,1998-03-05,1999-03-05
11227,66452,1999-03-05,2000-03-04
11227,68988,2000-03-04,2001-03-04
11229,68838,1999-07-24,2000-07-23
11234,67165,1993-08-20,1994-08-20
11234,69733,1994-08-20,1995-08-20
11234,69566,1995-08-20,1996-08-19
11236,66648,2002-03-21,9999-01-01
11240,66800,1991-01-06,1992-01-06
11244,66099,1994-06-06,1995-06-06
11244,69261,1995-06-06,1996-06-05
11248,67711,1997-02-03,1998-02-03
11249,66412,1995-09-20,1996-09-19
11249,67946,1996-09-19,1997-09-19
11250,67469,1995-07-08,1996-07-07
11250,68670,1996-07-07,1997-07-07
11251,69432,1986-06-15,1987-06-15
11256,67685,1986-09-25,1987-09-25
11257,67065,1991-07-13,1992-07-12
11258,67532,2002-03-25,9999-01-01
11261,66180,1991-12-05,1992-12-04
11261,67443,1992-12-04,1993-12-04
11261,68848,1993-12-04,1994-12-04
11262,66717,2002-04-28,9999-01-01
11263,67316,1999-08-13,2000-08-12
11263,69719,2000-08-12,2001-08-12
11264,66532,1987-10-09,1988-10-08
11264,69252,1988-10-08,1989-10-08
11267,69636,1997-04-09,1998-04-09
11268,67267,2000-10-21,2001-10-21
11268,66827,2001-10-21,9999-01-01
11275,66616,1991-04-25,1992-04-24
11275,66469,1992-04-24,1993-04-24
11276,67238,1998-03-10,1999-03-10
11278,68875,1999-04-19,2000-04-18
11279,67127,2001-02-02,2002-02-02
11279,66884,2002-02-02,9999-01-01
11280,67177,1989-08-07,1990-08-07
11280,69049,1990-08-07,1991-08-07
11280,69839,1991-08-07,1992-08-06
11283,67974,1991-06-29,1992-06-28
11284,68881,1998-04-22,1999-04-22
11287,66623,1990-08-11,1991-08-11
11287,66586,1991-08-11,1992-08-10
11287,69782,1992-08-10,1993-08-10
11289,68475,2002-02-19,9999-01-01
11290,68062,2000-05-12,2001-05-12
11290,68561,2001-05-12,2002-05-12
11291,66618,1993-10-18,1994-10-18
11291,69575,1994-10-18,1995-10-18
11291,69751,1995-10-18,1996-10-17
11292,66152,2001-02-08,2002-02-08
11292,66289,2002-02-08,9999-01-01
11293,68077,1994-08-08,1995-08-08
11294,66160,2000-06-10,2001-06-10
11294,69742,2001-06-10,2002-06-10
11295,66622,1985-05-15,1986-05-15
11299,67480,1997-11-22,1998-11-22
11299,69785,1998-11-22,1999-11-22
11303,66924,1992-11-03,1993-11-03
11303,66441,1993-11-03,1994-11-03
11303,67473,1994-11-03,1995-11-03
11303,69679,1995-11-03,1996-11-02
11304,66008,1992-09-09,1993-09-09
11304,66111,1993-09-09,1994-09-09
11305,67687,2001-01-13,2002-01-13
11307,67874,1996-04-29,1997-04-29
11307,68223,1997-04-29,1998-04-29
11307,67892,1998-04-29,1999-04-29
11307,69263,1999-04-29,2000-04-28
11311,67460,1997-12-14,1998-12-14
11311,69245,1998-12-14,1999-12-14
11312,66107,2001-01-21,2002-01-21
11312,69781,2002-01-21,9999-01-01
11313,66977,1992-02-27,1993-02-26
11313,66530,1993-02-26,1994-02-26
11313,68695,1994-02-26,1995-02-26
11318,69853,1986-01-25,1987-01-25
11320,68117,2001-04-03,2002-04-02
11320,69578,2002-04-02,9999-01-01
11324,67067,1991-08-28,1992-08-27
11324,68220,1992-08-27,1993-08-27
11324,69017,1993-08-27,1994-08-27
11325,67036,2001-01-09,2002-01-09
11325,69456,2002-01-09,9999-01-01
11328,68511,1988-08-07,1989-08-07
11329,67963,1990-05-01,1991-05-01
11329,68438,1991-05-01,1992-04-30
11329,69983,1992-04-30,1993-04-30
11330,68922,1992-09-21,1993-09-21
11330,68754,1993-09-21,1994-09-21
11331,66683,1999-02-28,2000-02-28
11333,66770,2001-02-10,2002-02-10
11340,67194,2001-09-08,9999-01-01
11341,66729,1997-12-12,1998-12-12
11341,67892,1998-12-12,1999-12-12
11344,67849,1999-05-08,2000-05-07
11344,68980,2000-05-07,2001-05-07
11346,66099,1992-06-11,1993-06-11
11346,69975,1993-06-11,1994-06-11
11347,67867,1999-04-17,2000-04-16
11350,66878,2002-07-17,9999-01-01
11351,67062,1999-11-20,2000-01-30
11353,66495,1989-11-08,1990-11-08
11353,67423,1990-11-08,1991-11-08
11353,68225,1991-11-08,1992-11-07
11354,68833,2000-06-19,2001-06-19
11354,69239,2001-06-19,2002-06-19
11356,66399,1995-12-03,1996-12-02
11356,67670,1996-12-02,1997-12-02
11356,69335,1997-12-02,1998-12-02
11358,66496,1996-05-31,1997-05-31
11360,66007,1992-01-12,1993-01-11
11360,67565,1993-01-11,1994-01-11
11360,69089,1994-01-11,1995-01-11
11361,66364,2002-07-30,9999-01-01
11371,67647,1997-12-23,1998-12-23
11373,66103,1999-07-17,2000-07-16
11373,69327,2000-07-16,2001-07-16
11376,67590,1995-03-12,1996-03-11
11376,69164,1996-03-11,1997-03-11
11376,69162,1997-03-11,1998-03-11
11376,68667,1998-03-11,1999-03-11
11376,68697,1999-03-11,2000-03-10
11377,68394,1994-10-17,1995-10-17
11377,68327,1995-10-17,1996-10-16
11377,69629,1996-10-16,1997-10-16
11378,67197,1995-01-01,1996-01-01
11378,68567,1996-01-01,1996-12-31
11378,68756,1996-12-31,1997-12-31
11378,69274,1997-12-31,1998-12-31
11380,67302,2001-04-16,2002-04-16
11380,68134,2002-04-16,9999-01-01
11386,66282,1996-11-27,1997-11-27
11388,66458,1998-12-17,1999-12-17
11388,69792,1999-12-17,2000-12-16
11391,69123,2000-10-12,2001-10-12
11391,69594,2001-10-12,9999-01-01
11392,68727,2002-04-20,9999-01-01
11393,67053,1998-04-27,1999-04-27
11393,67480,1999-04-27,2000-04-26
11395,66880,1998-06-17,1999-06-17
11407,69712,1999-05-04,2000-05-03
11407,69784,2001-05-03,2002-05-03
11408,66089,1997-02-14,1998-02-14
11408,66757,1998-02-14,1999-02-14
11408,68850,1999-02-14,2000-02-14
11408,69839,2000-02-14,2001-02-13
11408,69930,2001-02-13,2002-02-13
11411,67138,2002-05-15,9999-01-01
11416,69636,1994-09-19,1995-09-19
11421,66250,1992-08-31,1993-08-31
